Product Name,Price,Rating,Ratings Count,Product Link
"vivo T4x 5G (Pronto Purple, 128 GB)","₹14,999",4.5,"(65,321)",https://www.flipkart.com/vivo-t4x-5g-pronto-purple-128-gb/p/itm017656bdd097b?pid=MOBH9JUSZHCX3JRG&lid=LSTMOBH9JUSZHCX3JRGEPZVNT&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_46_EPL4PODYDFZ5_MC.MOBH9JUSZHCX3JRG&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Vivo%2Bsmartphones_5_46.productCard.PMU_V2_vivo%2BT4x%2B5G%2B%2528Pronto%2BPurple%252C%2B128%2BGB%2529_mobile-phones-store_MOBH9JUSZHCX3JRG_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Vivo%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBH9JUSZHCX3JRG
"vivo T4x 5G (Pronto Purple, 128 GB)","₹13,999",4.4,"(84,115)",https://www.flipkart.com/vivo-t4x-5g-pronto-purple-128-gb/p/itm017656bdd097b?pid=MOBH9JUSZFBNVDXM&lid=LSTMOBH9JUSZFBNVDXMQY4SVC&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_46_EPL4PODYDFZ5_MC.MOBH9JUSZFBNVDXM&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Vivo%2Bsmartphones_6_46.productCard.PMU_V2_vivo%2BT4x%2B5G%2B%2528Pronto%2BPurple%252C%2B128%2BGB%2529_mobile-phones-store_MOBH9JUSZFBNVDXM_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Vivo%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBH9JUSZFBNVDXM
"realme C61 (Marble Black, 64 GB)","₹7,699",4.4,"(9,356)",https://www.flipkart.com/realme-c61-marble-black-64-gb/p/itmd6ddbcefce040?pid=MOBHFRKRAHPWY9JA&lid=LSTMOBHFRKRAHPWY9JADLJL0N&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBHFRKRAHPWY9JA&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_1_47.productCard.PMU_V2_realme%2BC61%2B%2528Marble%2BBlack%252C%2B64%2BGB%2529_mobile-phones-store_MOBHFRKRAHPWY9JA_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBHFRKRAHPWY9JA
"realme C61 (Safari Green, 64 GB)","₹7,699",4.4,"(9,356)",https://www.flipkart.com/realme-c61-safari-green-64-gb/p/itmd6ddbcefce040?pid=MOBHFRKRF6ZHBFTW&lid=LSTMOBHFRKRF6ZHBFTW09ES8B&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBHFRKRF6ZHBFTW&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_2_47.productCard.PMU_V2_realme%2BC61%2B%2528Safari%2BGreen%252C%2B64%2BGB%2529_mobile-phones-store_MOBHFRKRF6ZHBFTW_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBHFRKRF6ZHBFTW
"realme P3x 5G (Stellar Pink, 128 GB)","₹12,999",4.4,"(23,655)",https://www.flipkart.com/realme-p3x-5g-stellar-pink-128-gb/p/itmab5a4b09b6ccc?pid=MOBH8VGVHV6AYK25&lid=LSTMOBH8VGVHV6AYK253DF0V2&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBH8VGVHV6AYK25&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_3_47.productCard.PMU_V2_realme%2BP3x%2B5G%2B%2528Stellar%2BPink%252C%2B128%2BGB%2529_mobile-phones-store_MOBH8VGVHV6AYK25_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBH8VGVHV6AYK25
"realme P3x 5G (Midnight Blue, 128 GB)","₹12,999",4.4,"(23,655)",https://www.flipkart.com/realme-p3x-5g-midnight-blue-128-gb/p/itmab5a4b09b6ccc?pid=MOBH8VGV88UADK2Z&lid=LSTMOBH8VGV88UADK2ZH101KQ&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBH8VGV88UADK2Z&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_4_47.productCard.PMU_V2_realme%2BP3x%2B5G%2B%2528Midnight%2BBlue%252C%2B128%2BGB%2529_mobile-phones-store_MOBH8VGV88UADK2Z_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBH8VGV88UADK2Z
"realme C61 (Safari Green, 128 GB)","₹8,199",4.3,"(18,782)",https://www.flipkart.com/realme-c61-safari-green-128-gb/p/itmd6ddbcefce040?pid=MOBHFRKRAVXUKDGX&lid=LSTMOBHFRKRAVXUKDGX3LF6Z6&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBHFRKRAVXUKDGX&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_5_47.productCard.PMU_V2_realme%2BC61%2B%2528Safari%2BGreen%252C%2B128%2BGB%2529_mobile-phones-store_MOBHFRKRAVXUKDGX_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBHFRKRAVXUKDGX
"realme P3 5G (Space Silver, 128 GB)","₹15,999",4.4,"(17,915)",https://www.flipkart.com/realme-p3-5g-space-silver-128-gb/p/itm69060f73d27e8?pid=MOBHAYN5ZXFQ3GFG&lid=LSTMOBHAYN5ZXFQ3GFGFUCV7J&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_47_VKQAC8JJSL3T_MC.MOBHAYN5ZXFQ3GFG&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Realme%2Bsmartphones_6_47.productCard.PMU_V2_realme%2BP3%2B5G%2B%2528Space%2BSilver%252C%2B128%2BGB%2529_mobile-phones-store_MOBHAYN5ZXFQ3GFG_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Realme%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBHAYN5ZXFQ3GFG
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹12,999",4.6,"(8,507)",https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-midnight-violet-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PPU2NRCZH&lid=LSTMOBHDY9PPU2NRCZHVD1YM4&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBHDY9PPU2NRCZH&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_1_48.productCard.PMU_V2_OPPO%2BK13x%2B5G%2B6000mAh%2Band%2B45W%2BSUPERVOOC%2BCharger%2B%2526%2BAI%2B%2528Midnight%2BViolet%252C%2B128%2BGB%2529_mobile-phones-store_MOBHDY9PPU2NRCZH_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBHDY9PPU2NRCZH
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹11,999",4.5,"(1,547)",https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-midnight-violet-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9P4XGWMRHM&lid=LSTMOBHDY9P4XGWMRHMJEHFNR&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBHDY9P4XGWMRHM&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_2_48.productCard.PMU_V2_OPPO%2BK13x%2B5G%2B6000mAh%2Band%2B45W%2BSUPERVOOC%2BCharger%2B%2526%2BAI%2B%2528Midnight%2BViolet%252C%2B128%2BGB%2529_mobile-phones-store_MOBHDY9P4XGWMRHM_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBHDY9P4XGWMRHM
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)","₹12,999",4.6,"(8,507)",https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-sunset-peach-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PVAHGDHWG&lid=LSTMOBHDY9PVAHGDHWGBSHGNL&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBHDY9PVAHGDHWG&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_3_48.productCard.PMU_V2_OPPO%2BK13x%2B5G%2B6000mAh%2Band%2B45W%2BSUPERVOOC%2BCharger%2B%2526%2BAI%2B%2528Sunset%2BPeach%252C%2B128%2BGB%2529_mobile-phones-store_MOBHDY9PVAHGDHWG_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBHDY9PVAHGDHWG
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 128 GB)","₹12,999",4.5,"(1,82,510)",https://www.flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-breeze-blue-128-gb/p/itma30cb38861d4c?pid=MOBH2Q4PN6FWZCGV&lid=LSTMOBH2Q4PN6FWZCGVPMAT2I&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBH2Q4PN6FWZCGV&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_4_48.productCard.PMU_V2_OPPO%2BK12x%2B5G%2Bwith%2B45W%2BSUPERVOOC%2BCharger%2BIn-The-Box%2B%2528Breeze%2BBlue%252C%2B128%2BGB%2529_mobile-phones-store_MOBH2Q4PN6FWZCGV_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBH2Q4PN6FWZCGV
"OPPO Reno14 5G (Forest Green, 256 GB)","₹39,999",4.6,(478),https://www.flipkart.com/oppo-reno14-5g-forest-green-256-gb/p/itm4d9e853eee6cf?pid=MOBHDDQ9UMHXGZ8P&lid=LSTMOBHDDQ9UMHXGZ8PSJYKX7&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBHDDQ9UMHXGZ8P&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_5_48.productCard.PMU_V2_OPPO%2BReno14%2B5G%2B%2528Forest%2BGreen%252C%2B256%2BGB%2529_mobile-phones-store_MOBHDDQ9UMHXGZ8P_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBHDDQ9UMHXGZ8P
"OPPO F27 Pro+ (Midnight Navy, 128 GB)","₹18,749",4.4,"(6,245)",https://www.flipkart.com/oppo-f27-pro-midnight-navy-128-gb/p/itm5235c3c836cc9?pid=MOBHF3DJM6Y8N4BA&lid=LSTMOBHF3DJM6Y8N4BADOQW8U&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_48_4K7UO67RB4TQ_MC.MOBHF3DJM6Y8N4BA&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Oppo%2Bsmartphones_6_48.productCard.PMU_V2_OPPO%2BF27%2BPro%252B%2B%2528Midnight%2BNavy%252C%2B128%2BGB%2529_mobile-phones-store_MOBHF3DJM6Y8N4BA_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Oppo%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBHF3DJM6Y8N4BA
"REDMI A5 (Jaisalmer Gold, 64 GB)","₹6,499",4.3,"(1,979)",https://www.flipkart.com/redmi-a5-jaisalmer-gold-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGH5DCFNWZ&lid=LSTMOBHB2HGH5DCFNWZHAP4LG&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBHB2HGH5DCFNWZ&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_1_49.productCard.PMU_V2_REDMI%2BA5%2B%2528Jaisalmer%2BGold%252C%2B64%2BGB%2529_mobile-phones-store_MOBHB2HGH5DCFNWZ_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBHB2HGH5DCFNWZ
"REDMI A3X (Midnight Black, 64 GB)","₹6,499",4.1,"(9,205)",https://www.flipkart.com/redmi-a3x-midnight-black-64-gb/p/itmae02f9f3f765a?pid=MOBH2YYZES7Y5H8K&lid=LSTMOBH2YYZES7Y5H8KOV8JEN&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBH2YYZES7Y5H8K&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_2_49.productCard.PMU_V2_REDMI%2BA3X%2B%2528Midnight%2BBlack%252C%2B64%2BGB%2529_mobile-phones-store_MOBH2YYZES7Y5H8K_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBH2YYZES7Y5H8K
"REDMI A5 (Jaisalmer Gold, 128 GB)","₹7,499",4.2,"(1,568)",https://www.flipkart.com/redmi-a5-jaisalmer-gold-128-gb/p/itm2b4357effaa74?pid=MOBHB2HGCDC45QQ3&lid=LSTMOBHB2HGCDC45QQ3FYME5Z&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBHB2HGCDC45QQ3&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_3_49.productCard.PMU_V2_REDMI%2BA5%2B%2528Jaisalmer%2BGold%252C%2B128%2BGB%2529_mobile-phones-store_MOBHB2HGCDC45QQ3_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBHB2HGCDC45QQ3
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,499",4.2,"(41,162)",https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itm315c71c2ffcce?pid=MOBH45GGFZNWZMK6&lid=LSTMOBH45GGFZNWZMK6NXS5CG&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBH45GGFZNWZMK6&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_4_49.productCard.PMU_V2_REDMI%2B13%2B5G%2B%2528Hawaiian%2BBlue%252C%2B128%2BGB%2529_mobile-phones-store_MOBH45GGFZNWZMK6_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBH45GGFZNWZMK6
"REDMI A5 (Just Black, 64 GB)","₹6,499",4.3,"(1,979)",https://www.flipkart.com/redmi-a5-just-black-64-gb/p/itm2b4357effaa74?pid=MOBHB2HGNGFWXSGA&lid=LSTMOBHB2HGNGFWXSGAEDTCWH&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBHB2HGNGFWXSGA&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_5_49.productCard.PMU_V2_REDMI%2BA5%2B%2528Just%2BBlack%252C%2B64%2BGB%2529_mobile-phones-store_MOBHB2HGNGFWXSGA_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBHB2HGNGFWXSGA
"REDMI A5 (Just Black, 128 GB)","₹7,499",4.2,"(1,568)",https://www.flipkart.com/redmi-a5-just-black-128-gb/p/itm2b4357effaa74?pid=MOBHB2HGCWUUBBUM&lid=LSTMOBHB2HGCWUUBBUM6AASGI&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_49_65HE68HG67BK_MC.MOBHB2HGCWUUBBUM&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Redmi%2Bsmartphones_6_49.productCard.PMU_V2_REDMI%2BA5%2B%2528Just%2BBlack%252C%2B128%2BGB%2529_mobile-phones-store_MOBHB2HGCWUUBBUM_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Redmi%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBHB2HGCWUUBBUM
"POCO C75 5G (Aqua Bliss, 64 GB)","₹7,699",4.3,"(79,893)",https://www.flipkart.com/poco-c75-5g-aqua-bliss-64-gb/p/itm10b3f6f1bc616?pid=MOBH7443MMBCWPPG&lid=LSTMOBH7443MMBCWPPGVOR2LC&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBH7443MMBCWPPG&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_1_50.productCard.PMU_V2_POCO%2BC75%2B5G%2B%2528Aqua%2BBliss%252C%2B64%2BGB%2529_mobile-phones-store_MOBH7443MMBCWPPG_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBH7443MMBCWPPG
"POCO C75 5G (Enchanted Green, 64 GB)","₹7,699",4.3,"(79,893)",https://www.flipkart.com/poco-c75-5g-enchanted-green-64-gb/p/itmf8fdd88f80fcc?pid=MOBH7443VEGWXG4G&lid=LSTMOBH7443VEGWXG4GOW118G&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBH7443VEGWXG4G&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_2_50.productCard.PMU_V2_POCO%2BC75%2B5G%2B%2528Enchanted%2BGreen%252C%2B64%2BGB%2529_mobile-phones-store_MOBH7443VEGWXG4G_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBH7443VEGWXG4G
"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)","₹5,899",3.9,"(18,797)",https://www.flipkart.com/poco-c71-locked-airtel-prepaid-desert-gold-64-gb/p/itmb0bb5af15d090?pid=MOBHAFVJ5QYQMBRV&lid=LSTMOBHAFVJ5QYQMBRVX1X4P4&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBHAFVJ5QYQMBRV&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_3_50.productCard.PMU_V2_POCO%2BC71%2B%2B-%2BLocked%2Bwith%2BAirtel%2BPrepaid%2B%2528Desert%2BGold%252C%2B64%2BGB%2529_mobile-phones-store_MOBHAFVJ5QYQMBRV_neo%2Fmerchandising_2&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_3_NA_view-all&cid=MOBHAFVJ5QYQMBRV
"POCO C71 (Desert Gold, 128 GB)","₹6,999",4.1,"(8,059)",https://www.flipkart.com/poco-c71-desert-gold-128-gb/p/itm2a2ad903f91f4?pid=MOBHAFVJ8WXHR5FT&lid=LSTMOBHAFVJ8WXHR5FTKIOCQ2&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBHAFVJ8WXHR5FT&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_4_50.productCard.PMU_V2_POCO%2BC71%2B%2528Desert%2BGold%252C%2B128%2BGB%2529_mobile-phones-store_MOBHAFVJ8WXHR5FT_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_4_NA_view-all&cid=MOBHAFVJ8WXHR5FT
"POCO C71 (Power Black, 128 GB)","₹6,999",4.1,"(8,059)",https://www.flipkart.com/poco-c71-power-black-128-gb/p/itm8096ee52d7013?pid=MOBHAFVJJM8BWNKC&lid=LSTMOBHAFVJJM8BWNKCJY0MRA&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBHAFVJJM8BWNKC&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_5_50.productCard.PMU_V2_POCO%2BC71%2B%2528Power%2BBlack%252C%2B128%2BGB%2529_mobile-phones-store_MOBHAFVJJM8BWNKC_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_5_NA_view-all&cid=MOBHAFVJJM8BWNKC
"POCO C71  - Locked with Airtel Prepaid (Cool Blue, 64 GB)","₹5,899",3.9,"(18,797)",https://www.flipkart.com/poco-c71-locked-airtel-prepaid-cool-blue-64-gb/p/itmdec407554268b?pid=MOBHAFVJBSV3VH9N&lid=LSTMOBHAFVJBSV3VH9NPL87HP&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_50_Z7D3CY70LPX3_MC.MOBHAFVJBSV3VH9N&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Poco%2Bsmartphones_6_50.productCard.PMU_V2_POCO%2BC71%2B%2B-%2BLocked%2Bwith%2BAirtel%2BPrepaid%2B%2528Cool%2BBlue%252C%2B64%2BGB%2529_mobile-phones-store_MOBHAFVJBSV3VH9N_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Poco%2Bsmartphones_LIST_productCard_cc_6_NA_view-all&cid=MOBHAFVJBSV3VH9N
"Google Pixel 8a (Porcelain, 128 GB)","₹37,999",4.3,"(6,914)",https://www.flipkart.com/google-pixel-8a-porcelain-128-gb/p/itm619c078bd72f7?pid=MOBGYQ2MYWFSA3XU&lid=LSTMOBGYQ2MYWFSA3XUKOBOBJ&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBGYQ2MYWFSA3XU&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_1_51.productCard.PMU_V2_Google%2BPixel%2B8a%2B%2528Porcelain%252C%2B128%2BGB%2529_mobile-phones-store_MOBGYQ2MYWFSA3XU_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_1_NA_view-all&cid=MOBGYQ2MYWFSA3XU
"Google Pixel 9A (Obsidian, 256 GB)","₹49,999",4.5,"(1,635)",https://www.flipkart.com/google-pixel-9a-obsidian-256-gb/p/itmf9d1fcfa566cf?pid=MOBH9YMEQUGCHPHN&lid=LSTMOBH9YMEQUGCHPHNSFHZNA&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_6318631a-30ba-4388-b926-3e7b49ef2b5e_51_VAPFSVIRI72Z_MC.MOBH9YMEQUGCHPHN&ppt=clp&ppn=mobile-phones-store&ssid=ptb59e69v40000001753344723871&otracker=clp_pmu_v2_Google%2Bsmartphones_2_51.productCard.PMU_V2_Google%2BPixel%2B9A%2B%2528Obsidian%252C%2B256%2BGB%2529_mobile-phones-store_MOBH9YMEQUGCHPHN_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Google%2Bsmartphones_LIST_productCard_cc_2_NA_view-all&cid=MOBH9YMEQUGCHPHN
